GB 21258-2007,常规燃煤发电机组单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21258-2013,常规燃煤发电机组单位产品能源消耗限额,国家质量监督检验检疫.,2014-09-01,作废
GB 21258-2017,常规燃煤发电机组单位产品能源消耗限额,国家质量监督检验检疫.,2017-12-01,现行
GB 21340-2008,平板玻璃单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21340-2013,平板玻璃单位产品能源消耗限额,国家质量监督检验检疫.,2014-09-01,作废
GB 21340-2019,玻璃和铸石单位产品能源消耗限额,国家市场监督管理总局.,2020-05-01,现行
GB 21341-2008,铁合金单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21341-2017,铁合金单位产品能源消耗限额,国家质量监督检验检疫.,2018-11-01,现行
GB 21342-2008,焦炭单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21342-2013,焦炭单位产品能源消耗限额,国家质量监督检验检疫.,2014-10-01,现行
GB 21343-2008,电石单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21343-2015,电石单位产品能源消耗限额,国家质量监督检验检疫.,2016-10-01,现行
GB 21344-2008,合成氨单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21344-2015,合成氨单位产品能源消耗限额,国家质量监督检验检疫.,2016-10-01,现行
GB 21345-2008,黄磷单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21345-2015,黄磷单位产品能源消耗限额,国家质量监督检验检疫.,2016-10-01,现行
GB 21346-2008,电解铝企业单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21346-2013,电解铝企业单位产品能源消耗限额,国家质量监督检验检疫.,2014-09-01,现行
GB 21347-2008,镁冶炼企业单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21347-2012,镁冶炼企业单位产品能源消耗限额,国家质量监督检验检疫.,2013-10-01,现行
GB 21348-2008,锡冶炼企业单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21349-2008,锑冶炼企业单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21349-2014,锑冶炼企业单位产品能源消耗限额,国家质量监督检验检疫.,2015-01-01,现行
GB 21350-2008,铜及铜合金管材单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21350-2013,铜及铜合金管材单位产品能源消耗限额,国家质量监督检验检疫.,2014-08-01,现行
GB 21351-2008,铝合金建筑型材单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
GB 21351-2014,铝合金建筑型材单位产品能源消耗限额,国家质量监督检验检疫.,2015-01-01,现行
GB/T 21367-2008,化工企业能源计量器具配备和管理要求,国家质量监督检验检疫.,2008-07-01,现行
GB/T 21368-2008,钢铁企业能源计量器具配备和管理要求,国家质量监督检验检疫.,2008-07-01,现行
GB/T 21369-2008,火力发电企业能源计量器具配备和管理要求,国家质量监督检验检疫.,2008-07-01,现行
GB 21370-2008,炭素单位产品能源消耗限额,国家质量监督检验检疫.,2008-06-01,作废
